age,job_1,job_2,job_3,job_4,job_5,job_6,job_7,job_8,job_9,job_10,job_11,job_12,marital_1,marital_2,marital_3,education_1,education_2,education_3,education_4,default,balance,housing,loan,contact_1,contact_2,contact_3,day,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,duration,campaign,pdays,previous,poutcome,y
42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,518,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,198,1,-1,0,,0
40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3877,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,145,1,-1,0,,0
52,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1236,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,247,1,-1,0,,0
45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,756,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,179,2,-1,0,,0
48,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,157,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,73,1,-1,0,,0
45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-66,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,263,2,-1,0,,0
34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,245,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,13,1,-1,0,,0
34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-144,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,79,2,-1,0,,0
46,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,71,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,416,1,-1,0,,0
49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,505,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,162,1,-1,0,,0
50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,249,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,129,1,-1,0,,0
34,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,150,1,-1,0,,0
40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,11,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,43,1,-1,0,,0
36,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,639,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,191,1,-1,0,,0
59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,124,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,26,1,-1,0,,0
45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,82,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,250,1,-1,0,,0
36,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,107,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,146,1,-1,0,,0
56,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,473,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,416,1,-1,0,,0
42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,372,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,121,2,-1,0,,0
30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,46,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,114,2,-1,0,,0
30,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,34,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,289,1,-1,0,,0
47,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,935,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,225,1,-1,0,,0
33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-10,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,123,1,-1,0,,0
36,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-106,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,130,2,-1,0,,0
39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,471,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,161,2,-1,0,,0
56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,778,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,149,2,-1,0,,0
39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,170,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,268,2,-1,0,,0
42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,315,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,259,2,-1,0,,0
52,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3165,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,26,1,-1,0,,0
36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,131,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,153,1,-1,0,,0
35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,204,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,424,2,-1,0,,0
47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,83,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,179,2,-1,0,,0
59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,97,1,-1,0,,0
57,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5431,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,383,1,-1,0,,0
38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1759,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,440,1,-1,0,,0
46,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-125,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,23,1,-1,0,,0
34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,195,1,-1,0,,0
28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5090,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1297,3,-1,0,,1
38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,573,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,87,1,-1,0,,0
56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1602,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,427,1,-1,0,,0
41,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-137,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,189,1,-1,0,,0
52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,195,1,-1,0,,0
54,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,193,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,179,1,-1,0,,0
61,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,195,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,179,1,-1,0,,0
53,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,288,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,69,1,-1,0,,0
47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,105,2,-1,0,,0
53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,266,3,-1,0,,0
46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,216,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,524,2,-1,0,,0
39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,190,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,96,2,-1,0,,0
56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,99,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,155,2,-1,0,,0
55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2298,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,162,2,-1,0,,0
44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,352,2,-1,0,,0
37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,76,4,-1,0,,0
35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,154,2,-1,0,,0
55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,840,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,310,2,-1,0,,0
37,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,358,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,390,3,-1,0,,0
30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,369,1,-1,0,,0
37,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-325,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,112,2,-1,0,,0
36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-15,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,341,3,-1,0,,0
38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,581,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,79,1,-1,0,,0
41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4070,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,140,2,-1,0,,0
48,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,74,0,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,315,1,-1,0,,0
55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,141,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,262,2,-1,0,,0
28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,89,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,174,2,-1,0,,0
54,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,138,3,-1,0,,0
30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,450,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,526,2,-1,0,,0
48,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,310,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,135,1,-1,0,,0
31,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,36,5,-1,0,,0
38,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,384,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1906,3,-1,0,,0
37,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,395,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,219,2,-1,0,,0
37,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-118,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,147,2,-1,0,,0
56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,407,2,-1,0,,0
51,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,50,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,121,1,-1,0,,0
39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,285,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,209,1,-1,0,,0
49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,92,2,-1,0,,0
51,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,653,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,208,1,-1,0,,0
43,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,918,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,193,1,-1,0,,0
32,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,243,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,144,1,-1,0,,0
29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,405,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,65,1,-1,0,,0
48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1328,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,339,1,-1,0,,0
55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,255,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,285,1,-1,0,,0
53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3397,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,231,1,-1,0,,0
47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2106,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,168,1,-1,0,,0
39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2877,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,278,1,-1,0,,0
31,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,60,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,389,1,-1,0,,0
39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2226,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,158,1,-1,0,,0
40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2880,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,145,2,-1,0,,0
40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-5,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,78,2,-1,0,,0
48,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,147,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,142,3,-1,0,,0
33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,87,1,-1,0,,0
40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,109,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,147,2,-1,0,,0
59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-119,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,289,1,-1,0,,0
30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,484,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,703,1,-1,0,,1
31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1852,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,170,3,-1,0,,0
35,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,533,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,802,1,-1,0,,0
54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,21,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,381,2,-1,0,,0
34,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2434,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,218,4,-1,0,,0
32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,90,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,57,2,-1,0,,0
56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4246,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,304,2,-1,0,,0
32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,395,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,241,3,-1,0,,0
42,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,230,1,-1,0,,0
33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,85,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,262,3,-1,0,,0
52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-184,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,392,2,-1,0,,0
52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,660,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,201,2,-1,0,,0
52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-183,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,145,1,-1,0,,0
30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1144,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,252,1,-1,0,,0
44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,235,4,-1,0,,0
35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,69,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,235,2,-1,0,,0
55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,220,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,328,2,-1,0,,0
33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,332,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,116,2,-1,0,,0
37,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,240,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,246,1,-1,0,,0
42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,293,1,-1,0,,0
43,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,37,2,-1,0,,0
38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,898,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,132,2,-1,0,,0
37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,123,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,530,2,-1,0,,0
31,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,252,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,175,3,-1,0,,0
41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,65,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,524,2,-1,0,,0
41,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-366,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,29,3,-1,0,,0
29,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,209,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,311,2,-1,0,,0
38,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,221,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,211,2,-1,0,,0
44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,312,3,-1,0,,0
39,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,104,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,412,1,-1,0,,0
28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,312,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,392,1,-1,0,,0
33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-349,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,191,1,-1,0,,0
41,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,284,2,-1,0,,0
40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-322,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,144,1,-1,0,,0
29,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-150,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,328,1,-1,0,,0
38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1349,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,100,1,-1,0,,0
32,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,281,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,226,1,-1,0,,0
45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1259,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,507,1,-1,0,,0
33,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,101,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,392,1,-1,0,,0
34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,848,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,684,2,-1,0,,0
41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,89,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,333,2,-1,0,,0
41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,140,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,311,3,-1,0,,0
35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,148,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,128,2,-1,0,,0
40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,200,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,322,2,-1,0,,0
60,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,46,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,202,4,-1,0,,0
47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,201,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,92,2,-1,0,,0
46,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,530,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,739,3,-1,0,,0
31,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,273,2,-1,0,,0
49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,260,3,-1,0,,0
29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,43,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,268,2,-1,0,,0
31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-173,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,396,2,-1,0,,0
38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,389,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,262,1,-1,0,,0
37,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,215,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,308,3,-1,0,,0
35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-131,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,467,2,-1,0,,0
31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,783,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,320,1,-1,0,,0
41,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,160,3,-1,0,,0
46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,80,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,245,2,-1,0,,0
